name	alt name	url	summary
Borrell, Godric	Godric Borrell	/reference/k/02687/index.html	Lord of Sweetsister.
Bors	Bors	/reference/k/02608/index.html	A servant at Sunspear.
Botley, Germund	Germund Botley	/reference/k/00912/index.html	
Botley, Harlon	Harlon Botley	/reference/k/01935/index.html	
Botley, Harren	Harren Botley	/reference/k/00911/index.html	
Botley, Lucimore	Lucimore Botley	/reference/k/02674/index.html	Half brother of Lord Sawane Botley.
Botley, Maron	Maron Botley	/reference/k/00037/index.html	Called Fishwhiskers.  An ironman warrior.
Botley, Quellon	Quellon Botley	/reference/k/01939/index.html	
Botley, Sargon	Sargon Botley	/reference/k/02673/index.html	Half brother of Lord Sawane Botley.
Botley, Sawane	Sawane Botley	/reference/k/00910/index.html	Lord of Lordsport.
Botley, Symond	Symond Botley	/reference/k/01934/index.html	
Botley, Tristifer	Tristifer Botley	/reference/k/00914/index.html	Second son of Lord Sawane Botley.
Botley, Vickon	Vickon Botley	/reference/k/01936/index.html	
Bowen Marsh	Bowen Marsh	/reference/k/00363/index.html	Lord Steward of the Night's Watch.
Boy	Boy	/reference/k/01260/index.html	A commoner.
Bracken, Hendry	Hendry Bracken	/reference/k/01425/index.html	Nephew to Lord Jonos Bracken.
Bracken, Jonos	Jonos Bracken	/reference/k/00038/index.html	Lord of Stone Hedge.
Bracken, Lord	Lord Bracken	/reference/k/02500/index.html	Lord of Stone Hedge in the regin of Aerys I Targaryen. His first name is never given.
Bracken, Otho	Otho Bracken	/reference/k/00039/index.html	Called the Brute of Bracken. A knight and second son of Lord Bracken.
Bracken, Son	Son Bracken	/reference/k/02820/index.html	Eldest son of Lord Bracken. His first name is never given.
Bradamr Frey	Bradamr Frey	/reference/k/00169/index.html	Younger son of Symond Frey.
Bran Stark	Bran Stark	/reference/k/00505/index.html	Second son of Eddard Stark and Catelyn Tully.
Brandon	Brandon	/reference/k/01266/index.html	A semi-legendary figure from the Age of Heroes.
Brandon Norrey	Brandon Norrey	/reference/k/02735/index.html	Called the Norrey. Chief of the Norrey Clan.
Brandon Stark	Brandon Stark	/reference/k/01262/index.html	Called Brandon the Shipwright.  King in the North.
Brandon Stark	Brandon Stark	/reference/k/00504/index.html	Oldest son of Lord Rickard Stark.
Brandon Stark	Brandon Stark	/reference/k/01263/index.html	Called Brandon the Burner.  Son of Brandon the Shipwright and King in the North after him.
Brandon Stark	Brandon Stark	/reference/k/01264/index.html	Lord of Winterfell.
Brandon Stark	Brandon Stark	/reference/k/01265/index.html	King in the North.
Brandon Tallhart	Brandon Tallhart	/reference/k/00535/index.html	Elder son of Ser Leobald Tallhart.
Branston Cuy	Branston Cuy	/reference/k/02699/index.html	Lord of Sunflower Hall.
Brax, Andros	Andros Brax	/reference/k/00040/index.html	Lord of Hornvale.
Brax, Flement	Flement Brax	/reference/k/00042/index.html	Middle son of Lord Andros Brax.
Brax, Jon	Jon Brax	/reference/k/00043/index.html	Youngest son of Ser Flement Brax.
Brax, Robert	Robert Brax	/reference/k/00044/index.html	Eldest son of Ser Flement Brax.
Brax, Robert	Robert Brax	/reference/k/00045/index.html	Middle son of Lord Andros Brax.
Brax, Rupert	Rupert Brax	/reference/k/00046/index.html	Brother to Lord Andros Brax.
Brax, Tytos	Tytos Brax	/reference/k/00047/index.html	Eldest son of Lord Tytos Brax.
Brax, Walder	Walder Brax	/reference/k/00048/index.html	Middle son of Ser Flement Brax.
Brea	Brea	/reference/k/02553/index.html	Elder daughter of Brea.
Brella	Brella	/reference/k/01974/index.html	A servant in King's Landing.
Brenett	Brenett	/reference/k/01267/index.html	Maester of the Twins.
Brienne Tarth	Brienne Tarth	/reference/k/00582/index.html	Daughter of Lord Selwyn Tarth.
Bronn	Bronn	/reference/k/00709/index.html	A sellsword.
Brother Sunglass	Brother Sunglass	/reference/k/02948/index.html	Brother to Lord Guncer Sunglass.
Brune, Eustace	Eustace Brune	/reference/k/02422/index.html	Lord of Dyre Den.
Brune, Lothor	Lothor Brune	/reference/k/00050/index.html	A freerider.
Brusco	Brusco	/reference/k/02449/index.html	A fishmonger in Braavos.
Bryan Fossoway	Bryan Fossoway	/reference/k/00146/index.html	A knight of the Reach.
Bryan Frey	Bryan Frey	/reference/k/00170/index.html	Younger son of Walton Frey.
Bryce Caron	Bryce Caron	/reference/k/00055/index.html	Lord of Nightsong.
Bryen	Bryen	/reference/k/02024/index.html	Captain of the guards at House Baelish's nameless keep.
Bryen Caron	Bryen Caron	/reference/k/02947/index.html	Lord of Nightsong.
Bryen Farring	Bryen Farring	/reference/k/00122/index.html	Squire to Stannis Baratheon.
Bryen Flowers	Bryen Flowers	/reference/k/02840/index.html	Called Black Bryen. A renowned warrior.
Brynden Rivers	Brynden Rivers	/reference/k/02305/index.html	Called Bloodraven. Bastard son of Aegon IV Targaryen.
Brynden Tully	Brynden Tully	/reference/k/00587/index.html	Called the Blackfish. Younger brother to Lord Hoster Tully.
Buckwell, Jarmen	Jarmen Buckwell	/reference/k/00051/index.html	A ranger of the Night's Watch.
Bulwer, Alysanne	Alysanne Bulwer	/reference/k/00052/index.html	Lady of Blackcrown.
Bulwer, Jack	Jack Bulwer	/reference/k/01998/index.html	Called Black Jack. A ranger of the Night's Watch.
Bulwer, Jon	Jon Bulwer	/reference/k/00053/index.html	Father of Lady Alysanne Bulwer.
Burton Crakehall	Burton Crakehall	/reference/k/00078/index.html	Brother of Lord Roland Crakehall.
Butterbumps	Butterbumps	/reference/k/01270/index.html	A fool in the employ of House Tyrell.
Byam Flint	Byam Flint	/reference/k/00124/index.html	A ranger of the Night's Watch.
Byan Votyris	Byan Votyris	/reference/k/00652/index.html	A Norvoshi merchant caravan captain.
Byron	Byron	/reference/k/02631/index.html	A hedge knight.
Bywater, Jacelyn	Jacelyn Bywater	/reference/k/00054/index.html	Captain of the Mud Gate in the city watch of King's Landing.
Cadwyl	Cadwyl	/reference/k/01274/index.html	An ironman warrior.
Cadwyn	Cadwyn	/reference/k/01275/index.html	A knight of the Westerlands.
Cafferen, Lord	Lord Cafferen	/reference/k/01277/index.html	Lord of Fawnton during the reign of Aerys II Targaryen.
Caleotte	Caleotte	/reference/k/00896/index.html	Maester of Sunspear.
Calon	Calon	/reference/k/01866/index.html	Son of Cayn.
Carellen Smallwood	Carellen Smallwood	/reference/k/01278/index.html	Daughter of Lord Theomar Smallwood.
Carolei Waynwood	Carolei Waynwood	/reference/k/00659/index.html	Wife of Ser Geremy Frey.
Caron, Bryce	Bryce Caron	/reference/k/00055/index.html	Lord of Nightsong.
Caron, Bryen	Bryen Caron	/reference/k/02947/index.html	Lord of Nightsong.
Caron, Mylenda	Mylenda Caron	/reference/k/00057/index.html	Wife of Petyr Frey.
Caron, Pearse	Pearse Caron	/reference/k/00058/index.html	Pearse was as skilled with the high harp as he was with a lance.
Carrot	Carrot	/reference/k/02628/index.html	A mule handler at the Gates of the Moon.
Cass	Cass	/reference/k/02885/index.html	A prostitute at the Peach in Stoney Sept.
Cassana Estermont	Cassana Estermont	/reference/k/00115/index.html	Wife of Lord Steffon Baratheon.
Cassel, Beth	Beth Cassel	/reference/k/00059/index.html	Only daughter of Ser Rodrik Cassel.
Cassel, Jory	Jory Cassel	/reference/k/00061/index.html	Captain of Eddard Stark's household guard.
Cassel, Martyn	Martyn Cassel	/reference/k/00062/index.html	Father of Jory Cassel.
Cassel, Rodrik	Rodrik Cassel	/reference/k/00063/index.html	Master-at-arms of Winterfell.
Castos	Castos	/reference/k/02701/index.html	An archmaester of the Citadel.
Caswell, Lord	Lord Caswell	/reference/k/01283/index.html	Lord of Bitterbridge.
Caswell, Orbert	Orbert Caswell	/reference/k/02188/index.html	Called the Black Centaur. A former Lord Commander of the Night's Watch.
Catelyn Tully	Catelyn Tully	/reference/k/00588/index.html	Elder daughter of Lord Hoster Tully and Minisa Whent and wife of Lord Eddard Stark.
Cayn	Cayn	/reference/k/00710/index.html	A guard at Winterfell.
Cedra	Cedra	/reference/k/02612/index.html	A servant at Sunspear.
Cedric Payne	Cedric Payne	/reference/k/02284/index.html	A knight.
Cedrik Storm	Cedrik Storm	/reference/k/00516/index.html	Called the Bastard of Bronzegate.
Cellador	Cellador	/reference/k/00711/index.html	A septon of the Night's Watch.
Celtigar, Ardrian	Ardrian Celtigar	/reference/k/00064/index.html	Lord of Claw Isle.
Cerenna Lannister	Cerenna Lannister	/reference/k/00306/index.html	Elder daughter of Ser Stafford Lannister.
Cerrick	Cerrick	/reference/k/02773/index.html	Maester of Coldmoat.
Cersei Frey	Cersei Frey	/reference/k/00171/index.html	Called Little Bee. Youngest daughter of Raymund Frey.
Cersei Lannister	Cersei Lannister	/reference/k/00307/index.html	Daughter of Lord Tywin Lannister and Joanna Lannister, wife of King Robert Baratheon, and Queen of the Seven Kingdoms.
Cerwyn, Jonelle	Jonelle Cerwyn	/reference/k/00066/index.html	Daughter of Lord Medger Cerwyn.
Cerwyn, Medger	Medger Cerwyn	/reference/k/00067/index.html	Lord of Castle Cerwyn.
Cetheres	Cetheres	/reference/k/02705/index.html	An archmaester of the Citadel.
Charlton, Andrey	Andrey Charlton	/reference/k/01224/index.html	A knight of the Riverlands.
Chataya	Chataya	/reference/k/00712/index.html	Owner of a brothel in King's Landing.
Chayle	Chayle	/reference/k/00713/index.html	Septon of Winterfell.
Chella	Chella	/reference/k/00714/index.html	A member of the Black Ears mountain clan.
Chelsted, Qarlton	Qarlton Chelsted	/reference/k/01286/index.html	Fourth Hand of the King during the reign of King Aerys II Targaryen.
Chester, Moribald	Moribald Chester	/reference/k/00119/index.html	Lord of Greenshield.
Chett	Chett	/reference/k/00715/index.html	A steward of the Night's Watch.
Cheyk	Cheyk	/reference/k/00716/index.html	A member of the Black Ears. His daughter is Chella.
Chiggen	Chiggen	/reference/k/00717/index.html	A sellsword.
Chiswyck	Chiswyck	/reference/k/00718/index.html	A soldier in service to House Clegane.
Chyttering, Lord	Lord Chyttering	/reference/k/01287/index.html	A lord of the Crownlands.
Chyttering, Lucos	Lucos Chyttering	/reference/k/00068/index.html	Son of Lord Chyttering.
Clarence Crabb	Clarence Crabb	/reference/k/02296/index.html	A knight.
Clarence Crabb	Clarence Crabb	/reference/k/02415/index.html	Called Clarence the Short.
Clayton Suggs	Clayton Suggs	/reference/k/02663/index.html	A knight.
Clegane, Gregor	Gregor Clegane	/reference/k/00070/index.html	Called the Mountain that Rides. A knight of the Westerlands.
Clegane, Sandor	Sandor Clegane	/reference/k/00071/index.html	Sworn shield to Prince Joffrey Baratheon.
Clegane, Sister	Sister Clegane	/reference/k/02932/index.html	Sister of Ser Gregor Clegane.
Clement	Clement	/reference/k/02539/index.html	A brother of the Faith at the Quiet Isle.
Clement Crabb	Clement Crabb	/reference/k/02413/index.html	A knight of the Kingsguard.
Clement Piper	Clement Piper	/reference/k/01289/index.html	Lord of Pinkmaiden Castle.
Cleon	Cleon	/reference/k/00719/index.html	A butcher in service to Grazdan mo Ullhor.
Cleos Frey	Cleos Frey	/reference/k/00172/index.html	Eldest son of Ser Emmon Frey and Genna Lannister.
Cletus Yronwood	Cletus Yronwood	/reference/k/02437/index.html	A knight and son of Lord Anders Yronwood.
Cley Cerwyn	Cley Cerwyn	/reference/k/00065/index.html	Only son of Lord Medger Cerwyn.
Cleyton Caswell	Cleyton Caswell	/reference/k/02827/index.html	A knight.
Clifford Conklyn	Clifford Conklyn	/reference/k/02844/index.html	A knight.
Clifton, Gareth	Gareth Clifton	/reference/k/02713/index.html	A knight.
Clifton, Hugh	Hugh Clifton	/reference/k/02604/index.html	A member of Margaery Tyrell's household guard.
Clydas	Clydas	/reference/k/00720/index.html	A steward of the Night's Watch.
Codd, Eldred	Eldred Codd	/reference/k/02371/index.html	An Ironman warrior.
Codd, Lucas	Lucas Codd	/reference/k/02263/index.html	Called Left-Hand Lucas. A noted ironman ship captain.
Cohollo	Cohollo	/reference/k/01204/index.html	One of Khal Drogo's bloodriders.
Coldhands	Coldhands	/reference/k/02951/index.html	A mysterious man.
Coldwater, Royce	Royce Coldwater	/reference/k/02227/index.html	
Colemon	Colemon	/reference/k/00721/index.html	Maester of the Eyrie.
Colen	Colen	/reference/k/01290/index.html	Called Colen of Greenpools.  A knight.
Colin Florent	Colin Florent	/reference/k/00129/index.html	A knight and brother of Lord Alester Florent.
Collio Quaynis	Collio Quaynis	/reference/k/00419/index.html	A noted singer.
Colloquo Votar	Colloquo Votar	/reference/k/02189/index.html	An adventurer from Volantis.
Colmar Frey	Colmar Frey	/reference/k/00173/index.html	Twentieth son of Lord Walder Frey.
Condon, Kyle	Kyle Condon	/reference/k/00072/index.html	A knight of the North.
Conn	Conn	/reference/k/00722/index.html	A member of the Stone Crow mountain clan.
Connington, Alyn	Alyn Connington	/reference/k/00073/index.html	Called the Pale Griffin. A Lord Commander of the Kingsguard and member of House Connington.
Connington, Jon	Jon Connington	/reference/k/00074/index.html	Third Hand of the King to King Aerys II Targaryen.
Connington, Ronnet	Ronnet Connington	/reference/k/00075/index.html	Called Red Ronnet.  Master of Griffin's Roost.
Conwy	Conwy	/reference/k/01291/index.html	A wandering crow of the Night's Watch.
Coratt	Coratt	/reference/k/02046/index.html	A member of the Stone Crows. His son is Conn.
Corbray, Gwayne	Gwayne Corbray	/reference/k/02321/index.html	A knight in King Daeron II Targaryen's Kingsguard.
Corbray, Lord	Lord Corbray	/reference/k/01940/index.html	
Corbray, Lucas	Lucas Corbray	/reference/k/01942/index.html	Younger brother of Lord Lyonel Corbray.
Corbray, Lyn	Lyn Corbray	/reference/k/00076/index.html	Younger brother of Lord Lyonel Corbray.
Corbray, Lyonel	Lyonel Corbray	/reference/k/01941/index.html	Lord of Heart's Home.
Corenna Swann	Corenna Swann	/reference/k/00522/index.html	First wife of Ser Stevron Frey.
Corliss Penny	Corliss Penny	/reference/k/02665/index.html	A knight.
Cortnay Penrose	Cortnay Penrose	/reference/k/00404/index.html	Son of Lord Penrose.
Cossomo	Cossomo	/reference/k/02561/index.html	Called Cossomo the Conjuror. A magician in Braavos.
Costanye, Aemon	Aemon Costanye	/reference/k/01212/index.html	A noted singer.
Costayne, Tom	Tom Costayne	/reference/k/02325/index.html	Called Long Tom. A knight of the Kingsguard.
Costayne, Tommen	Tommen Costayne	/reference/k/02696/index.html	Lord of Three Towers.
Cotter Pyke	Cotter Pyke	/reference/k/00416/index.html	A member of the Night's Watch and commander of Eastwatch by the Sea.
Courtenay Greenhill	Courtenay Greenhill	/reference/k/02503/index.html	A knight.
Cox, Quincy	Quincy Cox	/reference/k/02529/index.html	A knight and master of Saltpans.
Crabb, Rupert	Rupert Crabb	/reference/k/02414/index.html	A knight of the Kingsguard.
Crackbones	Crackbones	/reference/k/02409/index.html	A semi-legendary ruler of Crackclaw Point.
Cragorn	Cragorn	/reference/k/02404/index.html	A member of Euron's crew.
Crakehall, Amarei	Amarei Crakehall	/reference/k/00077/index.html	Third wife of Lord Walder Frey.
Crakehall, Burton	Burton Crakehall	/reference/k/00078/index.html	Brother of Lord Roland Crakehall.
Crakehall, Lyle	Lyle Crakehall	/reference/k/00080/index.html	Called Strongboar. Middle son of Lord Roland Crakehall.
Crakehall, Melesa	Melesa Crakehall	/reference/k/02072/index.html	Wife of Ser Lyonel Frey.
Crakehall, Merlon	Merlon Crakehall	/reference/k/00081/index.html	Youngest son of Lord Roland Crakehall.
Crakehall, Roland	Roland Crakehall	/reference/k/00082/index.html	A knight of Daeron II's Kingsguard.
Crakehall, Roland	Roland Crakehall	/reference/k/00083/index.html	Lord of Crakehall.
Crakehall, Shiera	Shiera Crakehall	/reference/k/00084/index.html	Wife of Ser Damion Lannister.
Crakehall, Sumner	Sumner Crakehall	/reference/k/01603/index.html	Lord of Crakehall in the reign of King Aerys II Targaryen. Lord Sumner rode with Ser Arthur Dayne against the Kingswood Brotherhood. (ASOS 12)
Crakehall, Tybolt	Tybolt Crakehall	/reference/k/00085/index.html	Eldest son of Lord Roland Crakehall.
Crane, Melara	Melara Crane	/reference/k/00086/index.html	Wife of Lord Alester Florent.
Crane, Meredyth	Meredyth Crane	/reference/k/01496/index.html	Called Merry. A member of House Crane.
Crane, Parmen	Parmen Crane	/reference/k/00087/index.html	A knight of the Reach.
Crane, Rycherd	Rycherd Crane	/reference/k/02071/index.html	A knight and member of House Crane.
Crane, Vortimer	Vortimer Crane	/reference/k/00894/index.html	A knight, member of House Crane, and master-at-arms for Highgarden.
Craster	Craster	/reference/k/00723/index.html	A wildling man.
Craven	Craven	/reference/k/02012/index.html	A horse ridden by Arya Stark.
Crawn	Crawn	/reference/k/01293/index.html	A member of the Moon Brother mountain clan.
Cregan Stark	Cregan Stark	/reference/k/01294/index.html	Lord of Winterfell.
Creighton Longbough	Creighton Longbough	/reference/k/02178/index.html	A hedge knight.
Creighton Redfort	Creighton Redfort	/reference/k/01947/index.html	
Cressen	Cressen	/reference/k/00879/index.html	Maester of Dragonstone.
Creylen	Creylen	/reference/k/00724/index.html	Maester of Casterly Rock.
Criston Cole	Criston Cole	/reference/k/02279/index.html	Called the Kingmaker. Lord Commander of King Viserys I Targaryen and Aegon II Targaryen's Kingsguard.
